id_empresa;nome_empresa;cidade_empresa;categoria_empresa;nome_google_place;latitude;longitude;endereco;categoria_pt
construct-latam;Construct;Belo Horizonte, Minas Gerais, Brazil;Construction, Information Technology, Mobile Apps, SaaS, Software;Construct App;-19.929056;-43.931904;R. Paraíba, 330 - Funcionários, Belo Horizonte - MG, 30130-917, Brasil;Construção, Tecnologia da informação, Aplicativos móveis, SaaS, Software
construirbarato;Construirbarato;Rio De Janeiro, Rio de Janeiro, Brazil;Construction, E-Commerce, Internet, Retail, Sales;Cristo Redentor;-22.951916;-43.2104872;Parque Nacional da Tijuca - Alto da Boa Vista, Rio de Janeiro - RJ, Brasil;Construção, Comércio Eletrônico, Internet, Varejo, Vendas
construtoras-brasil;Construtoras Brasil;Fortaleza, Mato Grosso do Sul, Brazil;Civil Engineering, Construction, Marketing;Construtora Baggio Ltda;-25.4563904;-49.27306429999999;Rua Nestor Victor, 839 - Água Verde, Curitiba - PR, 80620-400, Brasil;Engenharia Civil, Construção, Marketing
construtroca;Construtroca;Londrina, Parana, Brazil;Enterprise Software, Information Technology, Marketplace;Construtroca Materiais para sua Obra;-19.7433071;-45.2784778;Av. Rio de Janeiro, 130 - São Vicente, Bom Despacho - MG, 35600-000, Brasil;Software empresarial, Tecnologia da informação, Mercado
consu-me;Consu.me;São Paulo, Sao Paulo, Brazil;Apps, Information Technology, iOS, Location Based Services, Mobile;Consume;-23.5776167;-46.6730726;Av. Nove de Julho, 4939 - Jardim Paulista, São Paulo - SP, 01407-200, Brasil;Aplicativos, Tecnologia da informação, iOS, Serviços baseados em localização, Celular
consulta-do-bem;Consulta do Bem;São Paulo, Sao Paulo, Brazil;Health Care, Internet;Consulta do Bem;-23.541555;-46.7326722;Av. Queiroz Filho, 1700 - casa 46 - Vila Hamburguesa, São Paulo - SP, 05319-000, Brasil;Assistência Médica, Internet
consultaclick-com-brazil;ConsultaClick;São Paulo, Sao Paulo, Brazil;Business Information Systems, Health Care, Hospital, Information Technology, Internet, Medical, Scheduling;;;;;Sistemas de Informação de Negócios, Assistência Médica, Hospital, Tecnologia da Informação, Internet, Medicina, Programação
consultoras-do-brasil;Consultoras do Brasil;Brasília, Rio Grande do Norte, Brazil;Cosmetics, Digital Marketing, E-Commerce;Dubay Imóveis- Fazenda Rio Grande-PR.;-25.6395553;-49.3015768;Rua Avenida Brasil, 797 - casa 1 - Eucaliptos, Fazenda Rio Grande - PR, 83820-262, Brasil;Cosméticos, Marketing Digital, Comércio Eletrônico
consultoria-seo-andré-braga;Consultoria SEO - André Braga;São Paulo, Sao Paulo, Brazil;Analytics, Brand Marketing, Digital Marketing, Marketing, Search Engine, SEO, Social Media Advertising, Social Media Marketing;André Braga - Consultor SEO;-23.4902868;-46.6018627;Rua Malie Brenner, 462 - Vila Dom Pedro II, São Paulo - SP, 02243-020, Brasil;Análise, Marketing de marca, Marketing digital, Marketing, Motor de busca, SEO, Publicidade em mídias sociais, Marketing em mídias sociais
conta-black;Conta Black;São Paulo, Sao Paulo, Brazil;Banking, Finance, FinTech;;;;;Bancário, Financeiro, FinTech
contaágil;ContaÁgil;Canoas, Rio Grande do Sul, Brazil;Accounting, Finance, Financial Services;;;;;Contabilidade, Finanças, Serviços Financeiros
contaazul;ContaAzul;Joinville, Santa Catarina, Brazil;B2B, E-Commerce, Education, Enterprise Resource Planning (ERP), Enterprise Software, Financial Services, Internet, Network Security, SaaS, Sales, Software;Conta Azul;-26.2353619;-48.88717399999999;Ao lado da UFSC - Rua Dona Francisca, 8300 - Bloco O - Módulo 3 - Distrito Industrial, Joinville - SC, 89219-600, Brasil;B2B, Comércio eletrônico, Educação, Planejamento de recursos empresariais (ERP), Software empresarial, Serviços financeiros, Internet, Segurança de rede, SaaS, Vendas, Software
contabfácil;Contabfácil;São Paulo, Sao Paulo, Brazil;Accounting, Finance, Financial Services;Contabfácil;-23.5831601;-46.6781282;R. Jesuíno Arruda, 797 - Itaim Bibi, São Paulo - SP, 04532-082, Brasil;Contabilidade, Finanças, Serviços Financeiros
contabilidade-unica;Contabilidade Unica;Imbituba, Santa Catarina, Brazil;Accounting, Consulting, Management Consulting, Small and Medium Businesses;Contabilidade Unica;-28.2374867;-48.66329460000001;R. Nereu Ramos, 237 - Centro, Imbituba - SC, 88780-000, Brasil;Contabilidade, Consultoria, Consultoria de Gerenciamento, Pequenas e Médias Empresas
contabilizei-contabilidade-online;Contabilizei;Curitiba, Parana, Brazil;Accounting, Information Technology, Internet, SaaS, Software;Contabilizei;-25.4381369;-49.2754104;R. Nunes Machado, 68 - 15 andar - Centro, Curitiba - PR, 80250-000, Brasil;Contabilidade, Tecnologia da informação, Internet, SaaS, Software
contador-amigo;Contador Amigo;Brasil, Sao Paulo, Brazil;Accounting;Contador Amigo Contabilidade Online;-23.6074419;-46.69432399999999;R. Flórida, 1703 - 6º - Cidade Monções, São Paulo - SP, 04565-001, Brasil;Contabilidade
contapaga;Moneto;São José Dos Campos, Sao Paulo, Brazil;Apps, Financial Services, FinTech, Mobile Payments, Payments;Moneto;-23.2149278;-45.908834;R. dos Piquiroes, 40 - Altos do Esplanada, São José dos Campos - SP, 12240-020, Brasil;Aplicativos, Serviços financeiros, FinTech, Pagamentos móveis, Pagamentos
contech-2;Contech;São Paulo, Sao Paulo, Brazil;Chemical, Industrial, Industrial Design, Manufacturing, Paper Manufacturing, Product Design;Contech;-23.6409015;-46.6656233;Av. Dr. Lino de Moraes Leme, 1094 - Vila Paulista, São Paulo - SP, 04635-000, Brasil;Química, Industrial, Design industrial, Fabricação, Fabricação de papel, Design de produtos
contelli-media;Contelli Media;Belo Horizonte, Minas Gerais, Brazil;Advertising, B2B, Marketing, Software, Video;Contelli Media;-19.96228;-43.9495223;R. Ptolomeu, 196 - Santa Lúcia, Belo Horizonte - MG, 30360-250, Brasil;Publicidade, B2B, Marketing, Software, Vídeo
contentools;Contentools;Florianópolis, Santa Catarina, Brazil;Analytics, Content Discovery, Content Marketing, Marketing Automation, Social Media Management;Contentools;-27.5915579;-48.5119159;R. Dr. Ylmar Corrêa, 100 - Santa Monica, Florianópolis - SC, 88035-220, Brasil;Análise, Descoberta de conteúdo, Marketing de conteúdo, Automação de marketing, Gerenciamento de mídias sociais
contentwise-81ca;ContentWise;Santo Amaro, Sao Paulo, Brazil;Computer, Content, Information Technology;ContentWise;-23.6532086;-46.720748;Av. das Nações Unidas, 18.801 - Santo Amaro, São Paulo - SP, 04795-100, Brasil;Computador, Conteúdo, Tecnologia da informação
contra-labs;Contra Labs;Bahia, Bahia, Brazil;Apps, Developer Tools, Mobile, Online Games, Software;;;;;Aplicativos, Ferramentas para desenvolvedores, Celular, Jogos online, Software
contraktor;Contraktor;Curitiba, Parana, Brazil;Cloud Management, Document Management, Document Preparation, E-Signature, Information Technology, Internet, Software;Contraktor - Gestão de Contratos e Assinatura Digital;-25.4388423;-49.2726582;Distrito Spark CWB - Av. Visc. de Guarapuava, 3263 - 8º Andar - Centro, Curitiba - PR, 80010-100, Brasil;Gerenciamento de nuvem, Gerenciamento de documentos, Preparação de documentos, Assinatura eletrônica, Tecnologia da informação, Internet, Software
contrataê;Contrataê;Uberlândia, Minas Gerais, Brazil;E-Commerce, Information Technology, Internet, Marketplace, Software;;;;;Comércio eletrônico, Tecnologia da informação, Internet, Mercado, Software
contrato-rápido;Contrato Rápido;São Paulo, Sao Paulo, Brazil;Document Management, Information Technology, Legal, SaaS, Software;;;;;Gerenciamento de documentos, Tecnologia da informação, Jurídico, SaaS, Software
controller-app;Controller App;Belo Horizonte, Minas Gerais, Brazil;Commercial, Information Services, Information Technology, SaaS, Software;Load Control app;-19.9390085;-44.0492534;R. Felisberta Francisca de Carvalho, 659 - Eldorado, Contagem - MG, 32340-050, Brasil;Comercial, Serviços de informação, Tecnologia da informação, SaaS, Software
controlog;Controlog;Brasília, Rio Grande do Norte, Brazil;Delivery, Logistics, Mobile, SaaS, Transportation;;;;;Entrega, Logística, Celular, SaaS, Transporte
conube-contabilidade-online;Conube Contabilidade Online;São Paulo, Sao Paulo, Brazil;Accounting, Enterprise Software, Internet, Payments;Conube Contabilidade Online;-23.6060802;-46.75441050000001;Rua Santa Luzia, 579 Taboão da Serra, São Paulo - SP, 06754-005, Brasil;Contabilidade, Software empresarial, Internet, Pagamentos
convenia;Convenia;São Paulo, Sao Paulo, Brazil;Human Resources, SaaS, Software;Convenia;-23.569205;-46.656326;Alameda Campinas, 977 - 6º andar - Jardim Paulista, São Paulo - SP, 01405-003, Brasil;Recursos humanos, SaaS, Software
converta-mais;Converta Mais;São Paulo, Sao Paulo, Brazil;Brand Marketing, Content Marketing, Digital Marketing, Email Marketing, Marketing, Marketing Automation, SEO, Social Media Marketing;Converta Mais;-26.9045705;-49.0926122;R. Alm. Barroso, 1491 - Vila Nova, Blumenau - SC, 89035-402, Brasil;Marketing de Marca, Marketing de Conteúdo, Marketing Digital, Marketing por Email, Marketing, Automação de Marketing, SEO, Marketing em Mídias Sociais
conviso-application-security;Conviso Application Security;Curitiba, Parana, Brazil;Cloud Security, Cyber Security, Security;Conviso Application Security;-25.420877;-49.25589;R. Conselheiro Carrão, 230 - Juvevê, Curitiba - PR, 80040-130, Brasil;Segurança na nuvem, Segurança cibernética, Segurança
coodesh;COODESH;Belo Horizonte, Minas Gerais, Brazil;EdTech, Human Resources, Information Technology, Machine Learning, Recruiting;Coodesh;-19.9399778;-43.9252748;Av. Afonso Pena, 3355 - Sala 1103 - Funcionários, Belo Horizonte - MG, 30130-008, Brasil;EdTech, Recursos humanos, Tecnologia da informação, Machine Learning, Recrutamento
coopergames;CooperGames;Campinas, Goias, Brazil;Digital Entertainment, Gaming, Internet, Video Games;;;;;Entretenimento digital, Jogos, Internet, Jogos de vídeo
copacabana-house-ventures;Copacabana House Ventures;Rio De Janeiro, Rio de Janeiro, Brazil;Venture Capital;;;;;Capital de risco
coremax-tecnologia;CoreMAX Tecnologia;Fortaleza, Mato Grosso do Sul, Brazil;Information Technology, Market Research, SaaS;CoreMAX Tecnologia;-3.742951;-38.5007261;Av. Des. Moreira, 2020 - Aldeota, Fortaleza - CE, 60170-002, Brasil;Tecnologia da informação, pesquisa de mercado, SaaS
cormilu;Cormilu;Rio Sul, Santa Catarina, Brazil;E-Commerce, Manufacturing, Product Design;Cormilu | Decoração & Iuminação;-27.2161769;-49.6425815;Av. Oscar Barcelos, 252 - Centro, Rio do Sul - SC, 89160-027, Brasil;Comércio eletrônico, Manufatura, Design de produtos
correa-porto;Correa Porto;São Paulo, Sao Paulo, Brazil;Advice, Consulting, Legal, Legal Tech, Management Consulting;Correaporto;-23.542028;-46.573693;R. Cel. Joaquim Antônio Dias, 243 - Tatuapé, São Paulo - SP, 03308-030, Brasil;Conselho, Consultoria, Jurídico, Tecnologia Jurídica, Consultoria de Gerenciamento
corretores-com-br;Corretores;Curitiba, Parana, Brazil;E-Commerce, Internet, Property Management, Real Estate, Rental Property;CRECI-PR - Conselho Regional de Corretores de Imóveis do Paraná - 6ª Região;-25.4286378;-49.2606474;R. Gen. Carneiro, 680 - Centro, Curitiba - PR, 80060-150, Brasil;Comércio eletrônico, Internet, Gerenciamento de propriedade, Imóveis, Aluguel de imóveis
cortacontas;CortaContas;São Paulo, Sao Paulo, Brazil;E-Commerce, Financial Services, Insurance;;;;;Comércio Eletrônico, Serviços Financeiros, Seguros
corujalab;CorujaLab;Montenegro, Rio Grande do Sul, Brazil;Service Industry, Web Design, Web Development;TANAC;-29.7017672;-51.4661638;R. Torbjorn Weibul, 199 - Timbaúva, Montenegro - RS, 95780-000, Brasil;Indústria de serviços, Web design, Desenvolvimento web
corujando;Corujando;São Paulo, Sao Paulo, Brazil;Children, Family, Information Services, Service Industry, Training;Corujando;-25.4356409;-49.2725454;Praça Rui Barbosa, 101 ( Rua da Cidadania da Matriz Box 145-147 / 151-153 - Centro, Curitiba - PR, 80010-020, Brasil;Crianças, Família, Serviços de Informação, Indústria de Serviços, Treinamento
cosin-consulting;Cosin Consulting;São Paulo, Sao Paulo, Brazil;Management Consulting, Professional Services;Cosin Consulting;-23.5552774;-46.6903015;R. Wisard, 298 - 5º Andar - Vila Madalena, São Paulo - SP, 05434-000, Brasil;Consultoria de gerenciamento, Serviços profissionais
cosmética-viva;Cosmética Viva;Londrina, Parana, Brazil;Cosmetics, Training, Wellness;R. Sempre-Viva - Parque das Industrias;-23.3680997;-51.1367766;R. Sempre-Viva - Parque das Industrias, Londrina - PR, Brasil;Cosméticos, Treinamento, Bem-estar
cosmobots;CosmoBots;São Paulo, Sao Paulo, Brazil;Information Technology;;;;;Tecnologia da informação
cosol;COSOL;São Paulo, Sao Paulo, Brazil;Clean Energy, Energy Storage, Environmental Engineering, Renewable Energy, Solar;COSOL Condomínio Solar;-23.5869445;-46.6445082;c/o: Incubadora ESPM - R. Joaquim Távora, 1240 - Vila Mariana, São Paulo - SP, 04015-013, Brasil;Energia Limpa, Armazenamento de Energia, Engenharia Ambiental, Energia Renovável, Solar
cotabest;CotaBest;São Paulo, Sao Paulo, Brazil;B2B, Business Development, Management Consulting, Shipping Broker, Supply Chain Management;CotaBest - Plataforma de compras para estabelecimentos comerciais;-23.5990508;-46.6896139;Avenida Engenheiro Luís Carlos Berrini 105 Edifício Thera Office - Itaim Bibi, São Paulo - SP, 04571-010, Brasil;B2B, Desenvolvimento comercial, Consultoria de gerenciamento, Despachante, Gerenciamento da cadeia de suprimentos
cotar-agora;Cotar Agora;Batatais, Sao Paulo, Brazil;E-Commerce, Internet, Software;;;;;Comércio Eletrônico, Internet, Software
coteaqui;CoteAqui;Recife, Bahia, Brazil;Building Material, Construction, E-Commerce, Internet, Marketplace, Real Estate, Service Industry;Coteaqui;-8.0630424;-34.8805572;Av. Guararapes, 283 - Santo Antônio, Recife - PE, 50010-000, Brasil;Material de Construção, Construção, Comércio Eletrônico, Internet, Mercado, Imóveis, Indústria de Serviços
cotem;Cotem;Rio, Rio de Janeiro, Brazil;FinTech, Internet, Residential;Rio de Janeiro;-22.9068467;-43.1728965;Rio de Janeiro, RJ, Brasil;FinTech, Internet, Residencial
courri-ad4d;Courri;São Paulo, Sao Paulo, Brazil;B2B, E-Commerce, Last Mile Transportation, Mobile Apps, Software;Courri;-23.5491118;-46.7335702;Av. Escola Politécnica, 82 - Jaguaré, São Paulo - SP, 05350-000, Brasil;B2B, Comércio eletrônico, Transporte de última milha, Aplicativos móveis, Software
courri-c5a3;Courri;São Paulo, Sao Paulo, Brazil;B2B, E-Commerce, Last Mile Transportation, Mobile Apps, Software;Courri;-23.5491118;-46.7335702;Av. Escola Politécnica, 82 - Jaguaré, São Paulo - SP, 05350-000, Brasil;B2B, Comércio eletrônico, Transporte de última milha, Aplicativos móveis, Software
cowmed;CowMed;Santa Maria, Rio Grande do Sul, Brazil;Agriculture, Analytics, Animal Feed, Big Data, Health Care, Nutrition;COWMED;-29.7065728;-53.73933049999999;Rua Edmar Behr, 67 Loteamento Parque Novo Horizonte - Camobi, Santa Maria - RS, 97110-803, Brasil;Agricultura, Análise, Alimentação animal, Big Data, Assistência médica, Nutrição
coworking-town-serviços-combinados;Coworking Town;Rio De Janeiro, Rio de Janeiro, Brazil;Financial Services, Insurance, Real Estate;Coworking Town Nova América;-22.8775448;-43.2715653;Torre 3000, Av. Pastor Martin Luther King Júnior, 126 - 812 - Del Castilho, Rio de Janeiro - RJ, 22765-000, Brasil;Serviços Financeiros, Seguro, Imóveis
coworkit;WorkIT;Porto Alegre, Rio Grande do Sul, Brazil;Information Technology, IT Management, Software;Workout Studio;-30.0588378;-51.2228828;Av. Getúlio Vargas, 1570 - sala 501 - Menino Deus, Porto Alegre - RS, 90150-000, Brasil;Tecnologia da informação, Gerenciamento de TI, Software
cquantt;CQuantt;Goiânia, Goias, Brazil;Artificial Intelligence, Big Data, Information Technology, Machine Learning, Software;CQuantt;-16.6972858;-49.2557741;Edifício Nasa Business Style, Av. 136, N.° 761, Quadra F-44, 11° Andar - St. Sul, Goiânia - GO, 74093-250, Brasil;Inteligência Artificial, Big Data, Tecnologia da Informação, Machine Learning, Software
craftware;Craftware;São Paulo, Sao Paulo, Brazil;E-Learning, Software, Software Engineering;Craft-Ware Pottery Co;41.2274498;-96.0145948;6606 Grover St, Omaha, NE 68106, Estados Unidos;E-learning, Software, Engenharia de software
crafty-5ebd;Crafty;Montevidéo, Maranhao, Brazil;Information Technology, Internet, Service Industry;Crafty Design;-25.0792815;-50.13523780000001;R. Fagundes Varela, 1869 - Uvaranas, Ponta Grossa - PR, 84020-010, Brasil;Tecnologia da informação, Internet, Indústria de serviços
crave-industry;Crave Industry;São Paulo, Sao Paulo, Brazil;Analytics, Information Technology, Real Time;Crave Industry;-23.5633851;-46.6422088;R. Martiniano de Carvalho, 851 - Andar 2 - Bela Vista, São Paulo - SP, 01321-001, Brasil;Análise, Tecnologia da informação, Tempo real
crayonstock;CrayonStock;Rio De Janeiro, Rio de Janeiro, Brazil;Art, E-Commerce, Photography;;;;;Arte, Comércio Eletrônico, Fotografia
creapix-2;Creapix Tecnologia Criativa;Rio De Janeiro, Rio de Janeiro, Brazil;Advertising, E-Commerce, Information Technology, Internet, Software;;;;;Publicidade, Comércio Eletrônico, Tecnologia da Informação, Internet, Software
creativebizz;CreativeBizz;Curitiba, Parana, Brazil;Digital Media;CreativeBizz - Agência de Marketing Digital e Inbound Marketing;-25.4544187;-49.2794318;Rua Nestor Victor, 160 - Água Verde, Curitiba - PR, 80620-400, Brasil;Mídia digital
crebit;Crebit;Santo André, Sao Paulo, Brazil;Information Technology, Internet, Mobile Apps, Software;;;;;Tecnologia da informação, Internet, Aplicativos móveis, Software
credere;Credere;Natal, Rio Grande do Norte, Brazil;Computer, Finance, Information Technology, Sales Automation, Software;Credere;-23.596662;-46.686903;Alameda Vicente Pinzon, 54 - Vila Olímpia, São Paulo - SP, 04571-090, Brasil;Computador, Finanças, Tecnologia da informação, Automação de vendas, Software
