OrganizationID;"Organization Name";"Headquarters Location";LinkedIn
pago-rural;"Pago Rural";"São Paulo, Sao Paulo, Brazil";"Agriculture, AgTech, Farming, Financial Services, FinTech"
pagseguro;PagSeguro;"São Paulo, Sao Paulo, Brazil";"Credit Cards, E-Commerce, Internet, Payments, Security"
pague-verde;"Pague Verde";"Florianópolis, Santa Catarina, Brazil";"Consumer, Energy, Information Technology, Smart Cities"
pagueveloz;PagueVeloz;"Blumenau, Santa Catarina, Brazil";"Billing, Payments, Transaction Processing"
pandorga;Pandorga;"Porto Alegre, Rio Grande do Sul, Brazil";"Art, Fashion, Product Design"
panólatras;Panólatras;"São Paulo, Sao Paulo, Brazil";"Art, Crowdsourcing, E-Commerce"
panorama-id;Panorama.id;"Itaim, Minas Gerais, Brazil";"Drone Management, Logistics, Software"
papelada;papelada;"Rio De Janeiro, Rio de Janeiro, Brazil";"Document Management, FinTech, Information Technology"
paperoff;PAPEROFF;"Barueri, Sao Paulo, Brazil";"Information Services, Information Technology, Software"
par-mais;"Par Mais";"Florianópolis, Santa Catarina, Brazil";"Asset Management, Consulting, Finance, Financial Services, FinTech, Management Consulting"
paradoxa;"Paradoxa Ventures Consultor";"Porto Alegre, Rio Grande do Sul, Brazil";"Business Development, Financial Services, FinTech, Internet, Venture Capital"
parafuzo-com;Parafuzo.com;"São Paulo, Sao Paulo, Brazil";"Internet, Mobile Apps, Service Industry"
paratii;Paratii;"São Paulo, Sao Paulo, Brazil";"Blockchain, Digital Entertainment, Digital Media, Ethereum, FinTech, Video"
parcele-me;Parcele.me;"São Paulo, Sao Paulo, Brazil";"Finance, Financial Services, FinTech"
pareto-group;"Pareto Group";"Rio De Janeiro, Rio de Janeiro, Brazil";"Advertising, Artificial Intelligence, SEM"
parkingaki;Parkingaki;"São José Dos Campos, Sao Paulo, Brazil";Parking
parknet;Parknet;"Pelotas, Rio Grande do Sul, Brazil";"Apps, Management Information Systems, Mobile Apps, Parking"
parlo-online;"Parlo Online";"Palmas, Tocantins, Brazil";"Analytics, Apps, Events, Information Technology, Messaging, Social Media"
parquo;Parquo;"Mar De Espanha, Minas Gerais, Brazil";"Leisure, Parking"
parsec-digital;"Parsec Digital";"São Paulo, Sao Paulo, Brazil";"Information Technology, Internet, Internet of Things, Mobile, Software"
parseint;ParseInt;"Francisco Beltrão, Parana, Brazil";"Mobile, Software, Web Development"
partiu-viagens;"Partiu Viagens";"São Paulo, Sao Paulo, Brazil";"Information Technology, Marketing, Retail, SaaS, Software"
partyou;Partyou;"Brasil, Sao Paulo, Brazil";"Crowdfunding, Finance, Financial Services, iOS"
passagem-aerea;"Passagem Aerea";"São Paulo, Sao Paulo, Brazil";"E-Commerce, Internet, Payments, Search Engine, Travel"
passei-direto;"Passei Direto";"Rio De Janeiro, Rio de Janeiro, Brazil";"EdTech, Education, Information Services, Information Technology"
patrulha-eureka;"Patrulha Eureka";"Boa Vista, Roraima, Brazil";"EdTech, Education, Information Technology"
paulista-association-of-digital-agencies;ABRADi-SP;"Vila Olímpia, Sao Paulo, Brazil";"Advertising, Association, Non Profit"
pay-4-brain-inc;Pay4Brain;"São Paulo, Sao Paulo, Brazil";"Artificial Intelligence, Big Data, Biotechnology, Information Services, Information Technology, Software"
paymee;PayMee;"São Paulo, Sao Paulo, Brazil";"Financial Services, Mobile Payments, Payments"
paynow;Paynow;"São Paulo, Sao Paulo, Brazil";"B2B, Financial Services, FinTech"
payparking;payparking;"Victoria, Espirito Santo, Brazil";"Information Technology, Internet, Parking, Payments, Transportation"
payparty;PayParty;"São Paulo, Sao Paulo, Brazil";"Analytics, Apps, Big Data, FinTech, Mobile Payments"
paytour;Paytour;"Lagoa Nova, Rio Grande do Norte, Brazil";"Internet, Tour Operator, Tourism, Travel"
paytrack;Paytrack;"Blumenau, Santa Catarina, Brazil";"Business Travel, Software, Travel"
pazzetto;Pazzetto;"São Paulo, Sao Paulo, Brazil";"Brand Marketing, Digital Marketing, Marketing"
pcd-em-foco;"PcD em Foco";"Palhoça, Santa Catarina, Brazil";"Professional Services, Recruiting, Staffing Agency"
pclick;Pclick;"São José do Rio Prêto, Sao Paulo, Brazil";"Internet, Professional Services, Service Industry"
pdvend;PDVend;"Vila Olímpia, Sao Paulo, Brazil";"Information Technology, Point of Sale, Software"
pebmed;PEBmed;"Rio De Janeiro, Rio de Janeiro, Brazil";"Health Care, Mobile, Software"
peça-agora;"Peça Agora";"Juiz De Fora, Minas Gerais, Brazil";"Automotive, Online Portals, Shopping"
pedala;Pedala;"Rio De Janeiro, Rio de Janeiro, Brazil";"CleanTech, Delivery, Freight Service, Logistics"
pedido-mobile;"Pedido Mobile";"São Gonçalo Do Pará, Minas Gerais, Brazil";"Computer, Information Technology, Mobile, Sales, Software"
pedidos-digitais;"Pedidos Digitais";"Ribeirão Prêto, Minas Gerais, Brazil";"B2B, Beauty, Fashion, Small and Medium Businesses"
pedro-camargo-advocacia;"Pedro Camargo Advocacia";"Rio De Janeiro, Rio de Janeiro, Brazil";"Advice, Consulting, Legal"
peela;Peela;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Gift Card, Internet, Leisure"
peerdustry;Peerdustry;"Bela Vista, Sao Paulo, Brazil";"Developer Platform, Internet of Things, Manufacturing"
pega-a-chave;"Pega a Chave";"Caxias Do Sul, Rio Grande do Sul, Brazil";"Advertising, Commercial Real Estate, Marketing, Real Estate"
pega-plantão;"Pega Plantão";"Campo Grande, Sao Paulo, Brazil";"Health Care, Medical"
pegaki;Pegaki;"Blumenau, Santa Catarina, Brazil";"E-Commerce, Information Technology, Logistics, Retail, Retail Technology, Supply Chain Management"
pegcar;Pegcar;"São Paulo, Sao Paulo, Brazil";"Automotive, Internet, Logistics, Travel"
pegueleve;Pegueleve;"Fortaleza, Mato Grosso do Sul, Brazil";"B2B, B2C, Marketplace, Retail, Wholesale"
peixe-urbano;"Peixe Urbano";"Florianópolis, Santa Catarina, Brazil";"Information Services, Tourism, Travel"
pelando;Pelando;"Belo Horizonte, Minas Gerais, Brazil";"Coupons, E-Commerce, Shopping"
peopleminin;Peopleminin';"São Paulo, Sao Paulo, Brazil";"Analytics, B2B, Business Intelligence, Recruiting, SaaS"
pépe-shop;"Pépe Shop";"Florianópolis, Santa Catarina, Brazil";"B2C, E-Commerce, Family, Home Services, Pet"
peps;PEPS;"Salvador, Sao Paulo, Brazil";"Brand Marketing, Retail, SaaS, Supply Chain Management"
percycle;Percycle;"Rio De Janeiro, Rio de Janeiro, Brazil";"Advertising, E-Commerce, Marketplace, Retail, Sales"
perguntedireito;PergunteDireito;"São Paulo, Sao Paulo, Brazil";"Guides, Internet, Legal"
permuta-fácil-tecnologia;"Permuta Fácil Tecnologia";"São Paulo, Sao Paulo, Brazil";"E-Commerce, Internet, Real Estate, Rental Property, Software"
permutando;Permutando;"Rio De Janeiro, Rio de Janeiro, Brazil";"E-Commerce, Property Management, Real Estate, Rental Property, Search Engine"
persea-labs;"Persea Labs";"São Paulo, Sao Paulo, Brazil";"Apps, Developer Platform, Mobile, Software"
personal-pilates-e-fisioterapia;"Personal Pilates e Fisioterapia";"Pará De Minas, Minas Gerais, Brazil";"Health Care"
personal-virtual;"Personal Virtual";"Araraquara, Sao Paulo, Brazil";"Apps, Fitness, Health Care"
personality-contabilidade;"Personality Contabilidade";"Cambé, Sao Paulo, Brazil";"Accounting, Finance, Financial Services, Small and Medium Businesses"
personates;Personates;"Rio De Janeiro, Rio de Janeiro, Brazil";"Event Management, Training, Web Development"
pervaleo;Pervaleo;"Brasília, Rio Grande do Norte, Brazil";"Film Production, Internet, Social Network, Sports"
pet-anjo;"Pet Anjo";"Jardim Paulista, Sao Paulo, Brazil";"Internet, Internet of Things, Pet, Veterinary"
pet-booking;"Pet Booking";"São Paulo, Sao Paulo, Brazil";"Apps, Internet, Mobile, Pet, Professional Services"
petangono-alpinismo;"Petangono Alpinismo";"Curitiba, Parana, Brazil";"Industrial, Printing, Professional Services, Service Industry"
petcopter;PetCopter;"Salvador, Sao Paulo, Brazil";"Mobile Apps, Pet"
petitebox;Petitebox;"São Paulo, Sao Paulo, Brazil";"Child Care, Children, Marketing, Parenting, Product Design"
petparker;PetParker;"São Paulo, Sao Paulo, Brazil";"B2B, B2C, Internet of Things, Media and Entertainment, Pet, Sharing Economy, Smart Cities"
petro-rio-sa;"Petro Rio SA";"Rio De Janeiro, Rio de Janeiro, Brazil";"Energy, Oil and Gas"
petroomie;PetRoomie;"Rio De Janeiro, Rio de Janeiro, Brazil";"B2C, Customer Service, Internet, Marketplace, Pet"
phi-innovations;"Phi Innovations";"Barão De Geraldo, Sao Paulo, Brazil";"Computer, Hardware, Software"
phooto;Phooto;"São Paulo, Sao Paulo, Brazil";"Artificial Intelligence, Consumer Goods, E-Commerce, Photography"
phpenterprise;"PHP Enterprise";"Florianópolis, Santa Catarina, Brazil";"Consulting, Information Technology"
phygitall;PHYGITALL;"Rio De Janeiro, Rio de Janeiro, Brazil";"Agriculture, Consulting, Industrial Automation, Internet of Things, Logistics, Smart Cities, Telecommunications, Web Apps, Wireless"
piar-comunicação;"PiaR Comunicação";"São Paulo, Sao Paulo, Brazil";Publishing
piattino;Piattino;"São Paulo, Sao Paulo, Brazil";"Database, Lead Generation, Marketing, Social Media, Software"
píbola-comunicação;"Píbola Comunicação";"Campinas, Goias, Brazil";"Advertising, Digital Marketing, Marketing"
pickcells;PickCells;"Recife, Bahia, Brazil";"Artificial Intelligence, Computer Vision, Health Care, Health Diagnostics, Machine Learning"
pidium;Pidium;"São Paulo, Sao Paulo, Brazil";"Apps, Mobile, Social Network"
piicker;PiiCKER;"Rio De Janeiro, Rio de Janeiro, Brazil";"Tourism, Travel"
piipee;Piipee;"São Paulo, Sao Paulo, Brazil";"CleanTech, GreenTech, Professional Services, Sustainability, Water"
pin-people;"Pin People";"São Paulo, Sao Paulo, Brazil";"Big Data, Corporate Training, Predictive Analytics, Recruiting, Training"
ping-ideas;"Ping Ideas";"Recife, Bahia, Brazil";"Corporate Training, E-Learning, Training"
pingmind;Pingmind;"Recife, Bahia, Brazil";"Education, Higher Education, Internet"
pingobox;Pingobox;"São Paulo, Sao Paulo, Brazil";"Computer, Retail, Software"
pinion-app;PiniOn;"São Paulo, Sao Paulo, Brazil";"Android, Apps, Big Data, Crowdsourcing, iOS, Market Research, Mobile, Price Comparison"
pinmypet;Pinmypet;"Brasília, Rio Grande do Norte, Brazil";"Hardware, Mobile, Pet, Software"
pinmyspot;Pinmyspot;"Porto Alegre, Rio Grande do Sul, Brazil";"Apps, Augmented Reality, Mobile Apps, Social Network, Software, Virtual Reality"
pip;Pip;"Curityba, Parana, Brazil";"Advertising Platforms, Cooking, Internet of Things, Social Media"
piperun;PipeRun;"Porto Alegre, Rio Grande do Sul, Brazil";"CRM, Sales, Sales Automation, Software"
pipz-automation;"Pipz Automation";"Florianópolis, Santa Catarina, Brazil";"Customer Service, Digital Marketing, Enterprise Software, Marketing Automation, Sales Automation"
piranot;"Jornal PiraNOT Porjuca";"Piracicaba, Sao Paulo, Brazil";"Communications Infrastructure, E-Commerce, Internet, Media and Entertainment, News"
pismo;Pismo;"São Paulo, Sao Paulo, Brazil";"Cloud Computing, Information Technology, Mobile, SaaS, Software"
pitadela;Pitadela;"Indaiatuba, Sao Paulo, Brazil";"Agriculture, Farming, Food and Beverage, Organic Food"
pitaiabank;PitaiaBank;"São Paulo, Sao Paulo, Brazil";"Blockchain, Finance, FinTech"
pitanga-boutique-gráfica;"Pitanga Boutique Gráfica";"São Paulo, Sao Paulo, Brazil";Printing
pitzi;Pitzi;"São Paulo, Sao Paulo, Brazil";"FinTech, InsurTech, Internet, Mobile, Retail, Security"
piwi;Piwi;"São Paulo, Sao Paulo, Brazil";"B2B, Consulting, Health Care, Insurance, Personal Health"
pix-mídia;"Pix Mídia";"Esteio, Rio Grande do Sul, Brazil";"Advertising, Computer, Software"
pixter;Pixter;"São Paulo, Sao Paulo, Brazil";"Information Technology, Software"
pizza-já;"Pizza Já";"Pato Branco, Parana, Brazil";"Delivery, Food and Beverage, Internet"
pizzascity;PizzasCity;"São Paulo, Sao Paulo, Brazil";"Food and Beverage, Food Delivery"
placcar;Placcar;"São Paulo, Sao Paulo, Brazil";"Business Intelligence, Consulting, Management Consulting, Software"
placecar;PlaceCar;"Pernambuco, Pernambuco, Brazil";"Automotive, Information Services, Internet, Service Industry"
placy-fa9e;Placy;"Pelotas, Rio Grande do Sul, Brazil";"Information Technology, Internet, Marketplace, Software"
planejei-2;Planejei;"Porto Alegre, Rio Grande do Sul, Brazil";"Artificial Intelligence, Finance, Financial Services, Insurance, Mobile, Mobile Apps"
planet-code;"Planet Code";"Cutia, Sao Paulo, Brazil";"Animation, Apps, EdTech, Education, Information Services, Information Technology, STEM Education"
planeta-ead;"Planeta EAD";"Campo Grande, Sao Paulo, Brazil";"Consulting, Education, Training"
planeta-otimo;"Planeta Ótimo";"Porto Alegre, Rio Grande do Sul, Brazil";"Adventure Travel, Air Transportation, Leisure, Tourism, Travel"
planeta-y;"Planeta Y";"Belo Horizonte, Minas Gerais, Brazil";"E-Learning, EdTech, Education, Social Media, Software"
planner-bot;Planner.bot;"São Paulo, Sao Paulo, Brazil";"Artificial Intelligence, FinTech, InsurTech, Personal Finance"
plannix;Plannix;"Belo Horizonte, Minas Gerais, Brazil";"Civil Engineering, Software"
planocde;PlanoCDE;"Pinheiros, Sao Paulo, Brazil";"Consulting, Market Research"
plant-ai;Plant.ai;"Petrolina, Pernambuco, Brazil";"Environmental Consulting, Information Services, Social Media"
plantscanner;PlantScanner;"Belo Horizonte, Minas Gerais, Brazil";"Information Technology"
plastika-studio-design;"Plastika Studio Design";"Curitiba, Parana, Brazil";"Advertising, Consulting, Digital Signage, Graphic Design, Marketing, Product Design, Social Media, Web Design"
plataforma-desenvol-ve;"Plataforma Desenvol.ve";"Porto Alegre, Rio Grande do Sul, Brazil";"Corporate Training, E-Learning, Education"
plataforma-juntos;"Plataforma Juntos";"São Paulo, Sao Paulo, Brazil";"EdTech, Education"
plataforma-pais-a-bordo;"Plataforma Pais a Bordo";"Brasília, Rio Grande do Norte, Brazil";"Apps, Child Care, Children, Information Technology"
plataforma-redigir-a;"Plataforma Redigir A+";"Belo Horizonte, Minas Gerais, Brazil";"B2B, E-Learning, EdTech, Education, SaaS"
plataformasaúde;PlataformaSaúde;"Rio De Janeiro, Rio de Janeiro, Brazil";"Communities, Enterprise Software, Health Care, SaaS, Social Entrepreneurship"
plataformatec;Plataformatec;"São Paulo, Sao Paulo, Brazil";"Internet, Software, Web Development"
plataformaverde;PlataformaVerde;"São Paulo, Sao Paulo, Brazil";"Agriculture, AgTech, B2B, SaaS, Waste Management"
platon;Platon;"Lages, Santa Catarina, Brazil";"Information Services, Information Technology, Software"
platso;Piao;"São Paulo, Sao Paulo, Brazil";"Impact Investing, Internet, Non Profit, Sustainability"
plattol;Plattol;"Florianópolis, Santa Catarina, Brazil";"Cloud Data Services, Management Information Systems"
play-delivery;"Play Delivery";"Porto Alegre, Rio Grande do Sul, Brazil";"Consumer Goods, Delivery Service, Service Industry"
play2sell;Play2sell;"São Paulo, Sao Paulo, Brazil";"Apps, B2B, Gaming, SaaS, Software"
playax;Playax;"São Paulo, Sao Paulo, Brazil";"Analytics, Big Data, Music"
playdea;Playdea;"Minas Gerais, Acre, Brazil";"Education, Primary Education, Secondary Education"
playkids;PlayKids;"Campinas, Goias, Brazil";"Children, EBooks, Education, Gaming, Personal Development, Training, Video"
playlab-0e7d;Playlab;"São Paulo, Sao Paulo, Brazil";"E-Commerce, Internet, Toys"
playlearn;PlayLearn;"São Paulo, Sao Paulo, Brazil";"Education, Edutainment, Internet"
playmove;Playmove;"Blumenau, Santa Catarina, Brazil";"Children, Digital Entertainment, Education, Primary Education, Secondary Education, Serious Games, Training"
pleever;Pleever;"Mariana, Minas Gerais, Brazil";"Automotive, Online Portals, Retail Technology"
plikko;Plikko;"São Paulo, Sao Paulo, Brazil";"Information Technology, Internet, iOS, Mobile"
plipag;PLIPAG;"Curitiba, Parana, Brazil";"Billing, Finance, FinTech, Mobile Payments, Payments"
ploog-your-desktop-anywhere-anytime;Ploog;"Rio De Janeiro, Rio de Janeiro, Brazil";"Consumer Electronics, Digital Media, Information Technology, Internet, Software"
pluga;Pluga;"Rio De Janeiro, Rio de Janeiro, Brazil";"Information Technology"
plumby;Plumby;"Porto Alegre, Rio Grande do Sul, Brazil";"Computer, Employment, Information Technology"
pmetric-system;"Pmetric System";"Lajeado, Rio Grande do Sul, Brazil";"Information Services, Information Technology, Internet of Things, Management Information Systems, Software"
pnm-tecnologia;"PNM Tecnologia";"São Paulo, Sao Paulo, Brazil";"B2B, Construction, Information and Communications Technology (ICT), Marketplace, Software"
poggers;Poggers;"Santo André, Bahia, Brazil";"Android, iOS, Software, Web Design"
polemitics;Polemitics;"São Paulo, Sao Paulo, Brazil";"Internet, Video, Video Editing"
polen-63fe;POLEN;"Rio, Rio de Janeiro, Brazil";"CleanTech, Consulting, Environmental Consulting, Logistics, Recycling, Waste Management"
polifrete;Polifrete;"Uberlândia, Minas Gerais, Brazil";"Freight Service, Information Services, Information Technology, Search Engine, Transportation"
polis-tecnologia;"Polis Tecnologia";"São Leopoldo, Rio Grande do Sul, Brazil";"Information Technology, Management Consulting, Politics, Software"
pollen-tecnologia-ltda-epp;Pollen;"São Paulo, Sao Paulo, Brazil";"Local, SaaS, Social Media Management"
pollux-capital;"Pollux Capital";"Rio, Rio de Janeiro, Brazil";"Asset Management, Consulting, Financial Services"
polvo-louco;"Polvo Louco";"Santa Maria, Rio Grande do Sul, Brazil";"Digital Media, Events, Marketing, Tourism"
pomartec;Pomartec;"Porto Alegre, Rio Grande do Sul, Brazil";"Agriculture, AgTech, Farming, Information Services, Management Information Systems, Software"
ponki;Ponki;"São Paulo, Sao Paulo, Brazil";"Advertising, E-Commerce, Internet, Marketing"
ponto-digital-comunicação;"Ponto Digital Comunicação";"Vinhedo, Sao Paulo, Brazil";"Advertising, Content, Digital Marketing"
ponto-do-esporte;"Ponto do Esporte";"São Paulo, Sao Paulo, Brazil";Sports
ponto-educa;"Ponto Educa";"São Paulo, Sao Paulo, Brazil";Education
pontomais;Pontomais;"Curitiba, Parana, Brazil";"B2B, Human Resources, Information Technology, SaaS, Software"
